girl, 6, 1980
happy, 6, 1980
pain, 6, 1980
played, 6, 1980
shipping & handling, 6, 1980
smile, 6, 1980
star, 6, 1980
woman, 6, 1980
body, 7, 1980
crash-loss, 7, 1980
DIAMOND HEARTS, 7, 1980
doctors, 7, 1980
feel, 7, 1980
Master Charge, 7, 1980
miles, 7, 1980
never, 7, 1980
offer, 7, 1980
REPULSE, 7, 1980
sleep, 7, 1980
Spells and Rituals, 7, 1980
thing, 7, 1980
turned, 7, 1980
Visa, 7, 1980
ABC CBS NBC, 8, 1980
ADVERTISEMENT, 8, 1980
Card, 8, 1980
Check, 8, 1980
color, 8, 1980
enjoy, 8, 1980
eyes, 8, 1980
FOUNTAIN OF YOUTH, 8, 1980
hospital, 8, 1980
Pappa Joe, 8, 1980
police, 8, 1980
STA-THIC, 8, 1980
wife, 8, 1980
WinterSeal, 8, 1980
WEEKLY WORLD, 0, 1980
says, 1, 1980
arthritis, 2, 1980
diet, 2, 1980
Knots Landing, 2, 1980
WORLD NEWS March, 2, 1980
Brady Brides, 3, 1980
Donna Mills, 3, 1980
George Gershwin, 3, 1980
Gruinard Island, 3, 1980
Juliet Prowse, 3, 1980
postage and handling, 3, 1980
Resurrection Plant, 3, 1980
30 days, 4, 1980
Brooke Shields, 4, 1980
doctors, 4, 1980
Eve Plumb, 4, 1980
Glen Head, 4, 1980
inches, 4, 1980
S-ENERGETIC, 4, 1980
Shrink Wrap, 4, 1980
skin, 4, 1980
vitamin, 4, 1980
WILD HORSE MESA, 4, 1980
amazing, 5, 1980
cops, 5, 1980
glands, 5, 1980
MORFOGEN, 5, 1980
movie, 5, 1980
ADVERTISEMENT ADVERTISEMENT, 6, 1980
body, 6, 1980
Brady, 6, 1980
bread, 6, 1980
day supply, 6, 1980
George, 6, 1980
guarantee, 6, 1980
kids, 6, 1980
look, 6, 1980
miracle, 6, 1980
pain, 6, 1980
police, 6, 1980
star, 6, 1980
told, 6, 1980
week, 6, 1980
beautiful, 7, 1980
crash-loss, 7, 1980
Dept, 7, 1980
fat-burning, 7, 1980
full refund, 7, 1980
hospital, 7, 1980
live, 7, 1980
P.O. Box, 7, 1980
Pardue, 7, 1980
postage & handling, 7, 1980
SAVE, 7, 1980
Steam-a-way, 7, 1980
Balsam, 8, 1980
calories, 8, 1980
Campbell, 8, 1980
Campbell's, 8, 1980
City, 8, 1980
COUPON TODAY, 8, 1980
cure, 8, 1980
disease, 8, 1980
Donna, 8, 1980
enclosed, 8, 1980
feel, 8, 1980
girl, 8, 1980
give, 8, 1980
incredible, 8, 1980
lose, 8, 1980
money back, 8, 1980
money order, 8, 1980
months, 8, 1980
mother, 8, 1980
never, 8, 1980
NO-RISK, 8, 1980
Paul, 8, 1980
pounds, 8, 1980
problems, 8, 1980
Ragan, 8, 1980
rush, 8, 1980
SQUALIGAN-2, 8, 1980
tion, 8, 1980
vital, 8, 1980
waist, 8, 1980
woman, 8, 1980
York, 8, 1980
OMNI-COSMICS, 0, 1980
WEEKLY WORLD, 0, 1980
says, 1, 1980
selenium, 2, 1980
AARP, 3, 1980
Brooke Shields, 3, 1980
Catherine Bach, 3, 1980
March 17, 3, 1980
amazing, 4, 1980
Archie Bunker's Place, 4, 1980
cancer, 4, 1980
coins, 4, 1980
DICK DONOVAN, 4, 1980
doctors, 4, 1980
Dukes of Hazzard, 4, 1980
Herve Villechaize, 4, 1980
Love Boat, 4, 1980
Michael Cole, 4, 1980
Mod Squad, 4, 1980
MONEY BACK GUARANTEE, 4, 1980
saved, 4, 1980
Send, 4, 1980
look, 5, 1980
pounds, 5, 1980
WORLD NEWS March, 5, 1980
Dept, 6, 1980
diet, 6, 1980
friends, 6, 1980
hair, 6, 1980
Moneysworth, 6, 1980
Paul, 6, 1980
postage & handling, 6, 1980
postage and handling, 6, 1980
refund, 6, 1980
Slimsuit, 6, 1980
star, 6, 1980
told, 6, 1980
week, 6, 1980
woman, 6, 1980
beauty, 7, 1980
Cross of Lourdes, 7, 1980
enclose, 7, 1980
feel, 7, 1980
girl, 7, 1980
grow, 7, 1980
incredible, 7, 1980
Lazy Man's, 7, 1980
Linda, 7, 1980
lose, 7, 1980
money order, 7, 1980
rush, 7, 1980
There's, 7, 1980
things, 7, 1980
tion, 7, 1980
antenna, 8, 1980
APRICOTS, 8, 1980
Cathy, 8, 1980
check or money, 8, 1980
City State Zip, 8, 1980
cost, 8, 1980
Dear Babs, 8, 1980
disease, 8, 1980
feet, 8, 1980
FREE, 8, 1980
healing, 8, 1980
INCHES, 8, 1980
living, 8, 1980
million, 8, 1980
Miracle Water Cross, 8, 1980
never, 8, 1980
Prince, 8, 1980
Tamara, 8, 1980
Water of Lourdes, 8, 1980
winner, 8, 1980
ReL-EEZE, 0, 1980
WEEKLY WORLD, 0, 1980
Zoysia, 0, 1980
says, 1, 1980
movie, 2, 1980
Raging Bull, 2, 1980
Beatles, 3, 1980
Bosom Buddies, 3, 1980
Cathy Moriarty, 3, 1980
DICK DONOVAN, 3, 1980
Gary Sandy, 3, 1980
Johnny Longden, 3, 1980
Loni Anderson, 3, 1980
Lyman Gilmore, 3, 1980
star, 3, 1980
there's, 3, 1980
Bo Derek, 4, 1980
Dept, 4, 1980
Erik Estrada, 4, 1980
Frank Bonner, 4, 1980
Jaclyn Smith, 4, 1980
Swarez, 4, 1980
WKRP in Cincinnati, 4, 1980
ZN Mega-Mineral Tea, 4, 1980
cancer, 5, 1980
Doll, 5, 1980
girl, 5, 1980
Kathy, 5, 1980
mother, 5, 1980
postage and handling, 5, 1980
WORLD NEWS March, 5, 1980
coins, 6, 1980
doctors, 6, 1980
heart, 6, 1980
look, 6, 1980
money back, 6, 1980
P.O. Box, 6, 1980
SAVE, 6, 1980
told, 6, 1980
woman, 6, 1980
zoysia lawn, 6, 1980
baby, 7, 1980
beautiful, 7, 1980
Betty, 7, 1980
check or money, 7, 1980
cops, 7, 1980
film, 7, 1980
FREE PLUGS Value, 7, 1980
full refund, 7, 1980
hair, 7, 1980
hospital, 7, 1980
John, 7, 1980
kids, 7, 1980
Lincoln, 7, 1980
live, 7, 1980
money order, 7, 1980
night, 7, 1980
pain, 7, 1980
play, 7, 1980
police, 7, 1980
prostate problems, 7, 1980
skin, 7, 1980
SQUALIGAN-2, 7, 1980
thing, 7, 1980
week, 7, 1980
women, 7, 1980
14K gold, 8, 1980
30 days, 8, 1980
actress, 8, 1980
ADVERTISEMENT ADVERTISEMENT ADVERTISEMENT, 8, 1980
amazing, 8, 1980
Bobby, 8, 1980
Bonner, 8, 1980
City, 8, 1980
Donna, 8, 1980
embryos, 8, 1980
Enclosed, 8, 1980
incredible, 8, 1980
never, 8, 1980
pounds, 8, 1980
rush, 8, 1980
Sexy, 8, 1980
tion, 8, 1980
Tony, 8, 1980
TRYPTO-MEGA PM, 8, 1980
wife, 8, 1980
TREE TOMATOES, 0, 1980
WEEKLY WORLD, 0, 1980
Bockar, 1, 1980
Mink Oil, 1, 1980
says, 2, 1980
A.C. Nielsen, 4, 1980
Conrad Bain, 4, 1980
Dermacure, 4, 1980
DICK DONOVAN, 4, 1980
Diff'rent Strokes, 4, 1980
ketoconazole, 4, 1980
Kristy McNichol, 4, 1980
Lucky Products, 4, 1980
March 31, 4, 1980
Mary Steenburgen, 4, 1980
Mokele-Mbembe, 4, 1980
NEGAJINX, 4, 1980
Phil Niekro, 4, 1980
Pritam, 4, 1980
prostate, 4, 1980
Ringo Starr, 4, 1980
Robert, 4, 1980
WORLD NEWS March, 4, 1980
Dept, 5, 1980
look, 5, 1980
Mail Order, 5, 1980
snoring, 5, 1980
ZN Mega-Mineral Tea, 5, 1980
Bhagwan, 6, 1980
COUPON TODAY, 6, 1980
jewelry, 6, 1980
live, 6, 1980
lucky, 6, 1980
money back, 6, 1980
told, 6, 1980
week, 6, 1980
30 days, 7, 1980
catalog, 7, 1980
coins, 7, 1980
Dear, 7, 1980
DECISION MAKER, 7, 1980
diet, 7, 1980
doctors, 7, 1980
months, 7, 1980
offer, 7, 1980
Rink-L-Rid, 7, 1980
rush, 7, 1980
shoes, 7, 1980
skin, 7, 1980
weight, 7, 1980
York, 7, 1980
ADVERTISEMENT ADVERTISEMENT, 8, 1980
amazing, 8, 1980
Arne, 8, 1980
beautiful, 8, 1980
birds, 8, 1980
Cameo Dealer, 8, 1980
cash, 8, 1980
City, 8, 1980
FREE, 8, 1980
give, 8, 1980
Kristine, 8, 1980
million, 8, 1980
Money Order, 8, 1980
never, 8, 1980
Nutritional Life Corp, 8, 1980
postage and handling, 8, 1980
pounds, 8, 1980
prostate problems, 8, 1980
Roosevelt, 8, 1980
SATISFACTION GUARANTEED, 8, 1980
space age, 8, 1980
star, 8, 1980
super, 8, 1980
thing, 8, 1980
tion, 8, 1980
women, 8, 1980
WEEKLY WORLD, 0, 1980
girl, 2, 1980
says, 2, 1980
Bee Gees, 3, 1980
Bee Pollen, 3, 1980
DICK DONOVAN, 3, 1980
Doc Holliday, 3, 1980
Frank Abagnale, 3, 1980
Grandpa Jones, 3, 1980
Hee Haw, 3, 1980
killer bees, 3, 1980
Melissa Gilbert, 3, 1980
SPACE BROTHERS, 3, 1980
Abagnale, 4, 1980
Bob Barron, 4, 1980
Dept, 4, 1980
Earp, 4, 1980
Joe Garagiola, 4, 1980
kids, 4, 1980
money back, 4, 1980
Second Skin, 4, 1980
COUPON, 5, 1980
P.O. Box, 5, 1980
star, 5, 1980
told, 5, 1980
WORLD NEWS April, 5, 1980
amazing, 6, 1980
Angie, 6, 1980
baseball, 6, 1980
cards, 6, 1980
Doctor's Capsule, 6, 1980
Fanchon, 6, 1980
father, 6, 1980
GAIN Plan, 6, 1980
gossip, 6, 1980
look, 6, 1980
police, 6, 1980
Shoe Doctor, 6, 1980
thing, 6, 1980
week, 6, 1980
Witchcraft, 6, 1980
young, 6, 1980
antenna, 7, 1980
beautiful, 7, 1980
Clayton, 7, 1980
Dear, 7, 1980
FREE, 7, 1980
Name, 7, 1980
pounds and inches, 7, 1980
refund, 7, 1980
saved, 7, 1980
sister, 7, 1980
ABC CBS NBC, 8, 1980
ADVERTISEMENT ADVERTISEMENT, 8, 1980
Bernardini, 8, 1980
Chris, 8, 1980
coins, 8, 1980
hair, 8, 1980
hospital, 8, 1980
Kottsick, 8, 1980
live, 8, 1980
Magda, 8, 1980
